id	document	label
8781402	몇 안되는 재밌게 본 영화	POSITIVE
8825291	교양시간에 보고 좀 충격먹은 영화....마지막에 너무 슬펐다 빨갱이라 소리지르던 몬초가 갑자기 다른 단어를 말한건 선생님에대한 그리움 미안함 슬픔이었을까...몬초가 마지막에 좀 울먹인거 같기도 하고...	POSITIVE
1033103	잘봤습니다	POSITIVE
3379092	안무서워!! 귀신이 애기라 그런건지,,, 그냥 깜놀하기만할뿐이야	NEGATIVE
5785985	뭐하자는건쥐... 모든것이 다 어설프고...	NEGATIVE
5842441	배우들의 따뜻한 연기도 일상의 힘겨움을 그리는 현실감도 다 좋았어요.	POSITIVE
3249844	남자배우들 정말 미스캐스팅. 연기력 안습... 조은숙, 김유미 연기땜에 참고 봤다	NEGATIVE
9853892	1차 세계대전 中 피고 진 청춘들. 무기와 기술력은 20t세기, 전쟁을 일으킨 정치인들과 전쟁을 지휘하는 고위 장교들의 생각은 19세기.	POSITIVE
5414569	책과는 분명히 다른시선. 괜찮네요	POSITIVE
5059623	내가 이거 왜 봤지 싶은데 한예슬이랑 김태희 나와서 본 듯. 적월도 개 쌤 ㅋㅋ	POSITIVE
9762198	솔직히 6점때가 뭐냐 약간 더러운 장면만빼면 7.5정도다	POSITIVE
9808764	와 이연서님 신인답지 않은 연기력 잘 봤습니다 다음 작품에서 또 뵙길 바랍니다	POSITIVE
10018872	반전이 전부가 아닌영화..몇 번을 봐도 또 보고 싶은 영화	POSITIVE
7871532	피해자만 있고,피의자는 없는 ..	POSITIVE
9488543	개답답 먼주인공이 지혼자 복수도 못함?주변에서 해주길바라는 민폐녀?아직도 끌려다니고ㅡㅡ	NEGATIVE
7360385	신선한 소재. 화끈한 액션. 스피디한 전개	POSITIVE
10131631	이 영화의 3박자는 디테일이었다. (정말 시가전의 퀄리티는 완벽했고) 남자의 사랑에 대한 묘사... (작중에 한석규는 누군가를 사랑하는 마음은 정말 디테일이 대단했다.) 마지막 얘기의 완급조절이 완벽했다. 이 영화가 정말 멋졌다.	POSITIVE
9342020	탕웨이찡 그녀 만으로도 10점주기에 충분하다!!	POSITIVE
5351337	감동적인 영화다	POSITIVE
5686145	당시 대박쳤던 영화..괜찮다!!	POSITIVE
8392466	억지스러운 시나리오..지루한 전개.. 1편 보다 못한 구성등.. 2편은 안나오는게 나았다..망작..배우들이 영화보는 눈이 없어서 안타깝다.	NEGATIVE
3398398	ㅋㅋㅋㅋㅋㅋㅋㅋ 반도 안되는 영화	NEGATIVE
2504572	이 영화가 평점이 높은 이유를 모르겠어..ㅡ.ㅡ::	NEGATIVE
1747519	평생 기억할만한 영화,정상적인 소재는 아니지만	POSITIVE
9972054	요즘 상황 보고 이 영화가 생각났다.	POSITIVE
10226361	많을 것을 생각하게 만드는 영화입니다.마지막에 사람들이 짐승으로 보이고 아수라가 사람같아 보였습니다.	POSITIVE
6150881	진짜 재미 없는 영화 공통점....스포츠영화,군대영화,자막 나오는 영화	NEGATIVE
3800651	로버트 드니로의 광기의 복수 연기를 만끽할수 있는 수작 서스펜스 스릴러물	POSITIVE
8705316	감동감동감동의 도가니탕	POSITIVE
8164006	세계 어디서나 정치 경제 문화 사회 전반에 걸쳐 변화가 절실한 상황이지만 변화를 가져올 방법이 없다는게 함정인 것 같다...	POSITIVE
501464	귀여운벤지.. 똑똑한 벤지 예쁘고 귀여운 친구... 압삘럽 ㅎ	POSITIVE
2163194	당시 개봉날 보고 울면서 나왔다. 돈아까워서..ㅋㅋ	NEGATIVE
10242398	정말 최고의 영화...	POSITIVE
9733856	잔잔하게 숨막히는 영화 . 연출이 대단하다. 곳곳에 숨어있는 복선. 치밀하다 싶을정도로 섬세한 감정표현. 거기에 김영애의 연기까지	POSITIVE
10147571	once upon a dream	POSITIVE
9990660	시나리오 연출 연기 어느것 하나 갖추지 못한 시간이 넘 아까운 억지 싸구려 중국 신파 경극...	NEGATIVE
10055131	거부하는 몸짓으로 저 하늘을 ~ ^^	POSITIVE
7086350	그만빙빙돌리고 밝혀지게하면안되나요 ?보려다아직도질질끌어짜증나.안봄 여기서또사고터져 또질질끌면진짜짜증날듯 ?빨리빨리밝혀질건밝혀지면서반전이있든지 ?작가님 이드라마사랑하고잼있는데 넘끌어짜증나요	NEGATIVE
9849333	졸면서 봤다 왜이리 평정이 높은겨 내용도 별거 없고 아오 감수성 영화냐 이거	NEGATIVE
2626505	기대하지 않았던 영화의 아름다움이 밀려온다. 꽤 괜찮다았던 영화.	POSITIVE
6237908	진짜 한번만더 이런영화 상영하면 용서하지 않는다지금 영화보면서 카톡하고잇음 아놔 진짜	NEGATIVE
9484080	살아는 있지만 생동감을 잃은 박물관	NEGATIVE
9578706	노땅들의 한심한 추억미화	NEGATIVE
4996289	어릴적에 눈물흘리며 웃던기억에 간신히 찾아 다시 봤네요 ^^	POSITIVE
1109987	인종차별과 유괴라는 두주제의 불협화음	NEGATIVE
7551529	고명환이 연기가 쩌냐? 아니면 돈이 없어 쓴거냐..후자라면 볼가치가 없는영화	NEGATIVE
5080819	속편에서는주인공이전작처럼앨빈의밴드였으면좋았을것같다.캐릭터추가로더이상해진듯	NEGATIVE
156982	혼자 보긴 너무 아깝다. 2004년 올해의 영화.	POSITIVE
8082654	마지막 결투씬 최고! ㅋㅋ 폭풍눈물에~ 팝핀현준 할아버지 ㅋㅋㅋ	POSITIVE
9659875	ㄵ 5점대asfgsdlgkbjsjvb	NEGATIVE
9215986	좋아 상술최고..아니 선거술 최고...	POSITIVE
9076407	쓰레기 함부로 버리지 맙시다.	POSITIVE
9265375	글쎄 나와는 안 맞는 성향의 영화 중 하나. OST는 들을 만함	NEGATIVE
3978509	즐~~~~~	NEGATIVE
9293103	막장도 재미가있어야 보지..재미도 없고 짜증만 남남녀주인공이 어울리면 참고보겠는데 진짜 안어울리고웬만하면 다 재밌게 보는데 진짜 내가본것중 제일 최악이였음!!무튼 주인공들부터시작해서 성격 개 이상함!!조기종영이 답이다...	NEGATIVE
7931340	줄리델피는 나이가 들수록 멋지다!	POSITIVE
3382430	내가 본 일드 중 쵝오~!!!!!>0<	POSITIVE
9880437	역시 명작은 명작이다...	POSITIVE
10153465	글쎄요.... 뭐랄까... 영화 제목을 잘못 보고 착각한 내 잘못이랄까...	NEGATIVE
10049872	그냥 기독교영화네요. 좀 더 깊이있는 내용을 기대했는데.. 실망입니다. 영화도 뭔가 엉성해요;;	NEGATIVE
9427493	그냥 책으로 읽는게 더 절절하게 다가온다. 영화는 내용을 너무 비약하고 삭제해서 행간을 잃어버렸다. 책에서 꽉 찼었던 느낌과 반대로 모든 것이 엉성하다.	NEGATIVE
6629097	너무나 감동적인 영화	POSITIVE
9995177	스킨헤드성님들이 이 영화를 싫어합니다.	NEGATIVE
9600841	자동차 매니아인 나의 평점은 5점 이하~속았다...아오~	NEGATIVE
9244416	나 이거 보고 인형 절대안삼	POSITIVE
6159178	정체성은 사치인가?	NEGATIVE
10059230	나이먹은아저씨들이 일찐놀이하는영화 개역겹다. 알바풀었냐 현실감 개진짜 개제로	NEGATIVE
9988541	남극은 왔는데 그만 길을 잃었다. 오르지 못할 곳은 오르는 것이 아니다.	NEGATIVE
7790870	재밌음 귀엽고 신남	POSITIVE
8130040	포스터는 진심 개쩐다~ 엑소시스트를 능가하는 공포물 같지만 실상은 처키보다 못한영화	NEGATIVE
5398829	시청률 44%는 개뿔;; 존11나 재미없어;; 이제보니 MBC가 사극너무못만드네;;	NEGATIVE
7141862	요즘 재방보는데 넘 재밌는데...왜 시청률은 저조했을까 싶네요...둘다 귀요미	POSITIVE
8605792	연출 연기 영상이 아름다운 영화입니다. 저예산영화인 관계로 스펙타클은 부족하지만 한국영화계에 새로운 바람, 희망, 다크호스가 될것임을 믿습니다. 많은 응원부탁드리고 벌써부터 일찍 관람해주신분들 진심으로 감사합니다. New hope	POSITIVE
8852339	평점이왜이렇게낮지?난 이거 또다운받고있다.3번째...정말잼있던데...끝에 견자단하고 대빵하고싸울땐 정말 가슴이뜨거워졌다.난정말로 잼있게봤다...최근댓글이니 내가 알바아닌줄은 알거다.	POSITIVE
5924043	이게 어떻게 평점이 낮을수가 있지?	POSITIVE
10095254	블랙코미디 조롱 대상이 우린데 기분 드러워서 점수 주겠냐? 성기 노출 등으로 어그로나 끌고서는 ㅉㅉ	NEGATIVE
7545407	촌동네 조폭삼류영화. 가끔씩 툭툭들이미는 유머도 영쌩뚱맞구 촌스럽기까지하다.	NEGATIVE
1028779	10점 만들기	POSITIVE
5947102	스타뎀 형님의 얼굴에 먹칠을 한영화..	NEGATIVE
29672	헐...남자몸매보면 기분 좋나?	NEGATIVE
8673629	안봐도 별점 한개 주고싶은 10류 영화 같다... ㅋㅋ심형래 아저씨와 동급감독인듯 ㅋㅋㅋ	NEGATIVE
9922565	정말 완벽했다.최고의 영화중에 꼽히는 영화.	POSITIVE
9869002	조잡하고 유치한 저예산 3류 B급 영화다.. 스토리에 깊이감도 없고 전체적으로 루즈하다.	NEGATIVE
8622080	진짜..뭐냐 민국이나 지아는 더빙 더이상시키면안되겠네 더빙이 얼마나중요한데 이런애들을시켜데뷔도안한애들을 연예인이해도 뭐라고하는판에	NEGATIVE
8954713	그냥 재미가 없어요....ㅠㅠ	NEGATIVE
1998203	쇼를해라 쇼	NEGATIVE
4355661	중심이 약하니 언저리 가지고 무리한 승부수를 띄운다	NEGATIVE
247380	주연배우들의 이름만 기억에 남.	NEGATIVE
9149689	그냥 안보는게 이득 ...	NEGATIVE
8931143	키기키기키기키기키기	NEGATIVE
5364316	박얘쁜 빠수니 죄다 OO 없어져버려	NEGATIVE
9915858	진짜 짜증나는 영화..	NEGATIVE
9985367	불은 잘 보이지도 않고 사람 죽어나갈 때는 엄청난 웅장한 음악만 나오고 전혀 마음에 와 닿지 않는 설정들	NEGATIVE
6438587	망작	NEGATIVE
9678213	상당히 재밌게 봤습니다	POSITIVE
4602811	내코끼리내놔가 더재밌음ㅋ	POSITIVE
586485	코믹은 코믹으로 봐라 패러디하고 카메오들보는 재미도 있다	POSITIVE
10101756	유치짬뽕이네!!. 딱 초등3학년 영화다. 초등학교 자녀 있는 가족분께 추천함!!	NEGATIVE
9425646	후속 지금이라도 나와라 한국애니 좀 살려보자	POSITIVE
4376802	EBS를 통해 봤는데.. 정말 재밌게 잘 봤어요. 요 근래 본 영화 중 최고인듯!	POSITIVE
7806661	기대않고 봤는데, 찰지게 만든 토종느와르네~! 흥미진진하다..	POSITIVE
6238614	성인영화를 가족영화로 만드려하는 멍청한 자막제작자가 마음에 안들어서 1점	NEGATIVE
720113	일본인 특유의 어색한 연기 여주인공 연기 너무 못해	NEGATIVE
7674213	전반적으로 무거운 느낌의 영화네요.가비의향과맛처럼,씁쓸함이 느껴집니다.장윤현감독님께서,커피부분에관해 신경을 쓰시다보니,연출부분에있어서,좀 미흡하지않았나싶고, 배우들연기력은 괜찮았습니다.	POSITIVE
9719704	전작보다 100 재밌다. 배우, 내용 모두 세련됨	POSITIVE
8679307	진지하고 무거운 소재를 경쾌하고 재미있게 만들었다	POSITIVE
6148658	유럽작품상 탈만한 유럽에 중요한 얘기..또한 픽션	POSITIVE
4550608	풍정정은 어케된거지ㅋㅋㅋ과도한 압축으로 개연성없지만...배우들이 호화로워서...	POSITIVE
9353256	이영화 구성좋다는분들 ㅋㅋ아마 친구랑 같이영화보고 님들이 영화 좋다고 재밌다하면 같이본 친구들은 이해하지 못할겁니다 ㅋㅋ진짜 최악 최저 스토리 주인공 행동 개연성없음캐릭간의 이해관계 최악 ㅋㅋㅋCIA갘ㅋㅋ이렇게 허접하게 표현된 영화 간만이라능ㅋ	NEGATIVE
6082274	이젠 그만 보고 싶은, 막돼먹은 스토리텔링.	NEGATIVE
8935552	말이 필요 없다.로맨스 싫어하는 내가 봤을때 기절할 것 같았어 ㅜㅜㅜㅜ	POSITIVE
10257700	제 취향적 이고 우울한 마음을 완전히 날려버리고 슬픈내용을 본뒤 마음을 정화시켜주네요.	POSITIVE
9437693	영상미가 역시 최고네요	POSITIVE
6825866	끙.....	NEGATIVE
9326219	역시 한국영화는 보지말아야돼	NEGATIVE
455825	괜찮은 영화...	POSITIVE
208558	요즘 재밌음!	POSITIVE
10038451	소재는 참 좋아서 삼점준다. 제작된 영화는 공포도, 스릴러도 아닌 본분을 잊은 드라마아닌 드라마같은 느낌이다. 연기, 연출은 괜찮았다. 다만 시작부터 끝까지 지루할 뿐이다. 또 어떤 장면들은 살짝 유치했다.	NEGATIVE
8411258	남자인데 보는내내 울었다 딸 낳으면 잘해줘야지...	POSITIVE
9566485	안타까울뿐. 안타까울뿐.	NEGATIVE
6027897	영웅은 사람들이 원하기 때문에 만들어지는 또다른 희생자다..	POSITIVE
6361907	그냥 평작. 욕까진안나오고..	NEGATIVE
10149061	극장가서 안본 내머리를 깨버리고싶네요. 제인생 최고의 영홥니다. 키이라작품 중에서도 최고일듯. 알럽키이라♡♡	POSITIVE
1135339	중고생들의 마마추어 포르노	NEGATIVE
9134639	비디오 물이냐 동시상영물이냐 ~ 넌 정체가 모냐	NEGATIVE
8759753	이건 말로 설명할 수 없는 유치함이다. 진짜 필름이 아깝다	NEGATIVE
5658983	이승연의 강렬함이 묻어나는 영화. 그러나 홍경인은 너무 불쌍하게 나옴	POSITIVE
2955927	'드릴브라' 에서 뿜었다	NEGATIVE
8821260	2% 부족한 영화가아닌 98%부족한 영화감동이 있다길래 참고 끝까지 다봤는데...;;진심으로 이렇게 재미없다고 느끼는건 처음;;	NEGATIVE
8384832	계몽영화의 한계를 고스란이 답습한다	NEGATIVE
3711748	우와 정말 오랜만에 통쾌하게 웃었네요 ㅎㅎ 내일이 기대됩니다	POSITIVE
8759142	청춘에는 마침표가 없다.	POSITIVE
7459571	세얼간이 아줌마 나와서 한번 본건데 실망...신선한 반전을 주고싶었나 본데 개연성도 없구 뭐이런...	NEGATIVE
9618670	좋은 소재에 만족할 연출.	POSITIVE
522869	심혜진이 나와서 겨우 저정도라니 실망이다	NEGATIVE
9505968	아들놈은 끝까지 아빠한테 미안한 감정 없어..ㅠ 소재가 신선했는데 영화 자체는 메시지도 모호하고 스토리가 짜임새 있지 않은 것 같다.	NEGATIVE
8567896	창업을 꿈꾸는가! 좋은 아이템이 있어 사업을 하려하는가!! 그렇다면 기를 쓰고 이 영활 보기바란다!! 그 멀고 험한 여정에 스승이 될것이요 지침서가 될것이다... 혹은 단념에 도움이 될지도... 참 오랜만에 박장대소하며 본 독립영활세~~~ ★	POSITIVE
2828148	슬픈액션영화치고는실망이크다부자간의배신과원망으로끝나는것이너무허무하다	NEGATIVE
9087701	EBS 명화에서 이거보고 움 진짜감동적	POSITIVE
8775560	낰였다 티 프리미엄ㅡㅡ 인간적인 면이 쫌 맘에 들어서 2점줬다 근데 진짜 이선균 정재영 김상중 연기파배우들 불러노코 이딴 쓰레기 영화 찍냐ㅡㅡ 진짜 영화보는데 계쇠 지루하고 괴로웠다ㅡㅡ	NEGATIVE
2956430	너무나 따뜻하고 감동적인 영화	POSITIVE
6984995	C급영화도 안되는...일점도 아깝다... 네이버는 마이너스 점수도 만들어 달라	NEGATIVE
5875641	스토리의 부진은 액션의 재미까지 반감시킨다	NEGATIVE
9674250	누구나 ㅡ낄수ㅣㅆ느덕을 영화화함...굿,,	POSITIVE
9698428	시종일관 오락가락 말하고자하는게 뭔지 모르겠다 감독자기만의 세계에 빠져 만든것같은 영화..	NEGATIVE
1956819	왠지모를 색다른 감동을 주는영화이다....	POSITIVE
9352399	전주영화제에서봤었는데넘늦게개봉한듯... 종교와업에대해한번더생각할수있게만든영화. 저예산으로만들었으나감독의노력이느껴져큰박수를보내고싶다. 화이팅!	POSITIVE
10270814	보는내내 웃었습니다 재밌네요	POSITIVE
7117896	1	NEGATIVE
5787812	사랑에 상처받으면 다시 치유될수 있을까? 하는 생각이 드는 영화!	POSITIVE
1353144	극장가서 본영화중 쓰디쓴아픔을 처음으로 느끼게해준 퍼스트	NEGATIVE
8422811	최고! 더 무슨평가가 필요한가 ~~탑!	POSITIVE
1268778	자신의삶에대해 다시한번 생각하게하는영화...	POSITIVE
9062386	알바놈들 양심도 없냐...멀보고 십점주는거냐	NEGATIVE
9589263	90년도로 돌아가게 해준다는 ㅡㅡ	NEGATIVE
9589188	끼워 맞추기 개쩔던데, 반전 하나 보고 와 하는 인간들 이해 불가	NEGATIVE
8029041	우웩. 개랑 무슨짓을 했길래. 후세가 태어나. 일본놈들 진짜 정신상태 이상하네.	NEGATIVE
6478189	4	NEGATIVE
8181452	이 영활 보고나면 흐뭇해진다.. 영화는 한국이 더 잘만든다는 걸 느끼게 되니까..	NEGATIVE
1633598	지들이 뭔데 대우를 까냐?	NEGATIVE
10095078	재밌고 짠하고 그게 매력입니다	POSITIVE
7622143	와 ㅠㅠ 내머릿속지우개 이후에 진짜 슬픈영화였어요 ㅠㅠ 마지막에 눈물폭발 ㅜㅜ 오늘이후에도 또보고싶네요	POSITIVE
9102887	월요커플 짱짱!! 덕분에 아주 재미있게 보고 있습니당!!	POSITIVE
8206148	007 터키특집..액션은 스키추격이 기억에 남고. 소피의,소피에 의한,소피를 위한 시리즈..로저무어 시절보다 재미는 조금 떨어진다	NEGATIVE
1509830	수많은 최루성 멜로는 여기에서...	POSITIVE
499334	내평생 최고의 걸작. 현실 건너편 세계를 잠시 엿본듯한 느낌.	POSITIVE
6662535	내 인생 최고의 영화	POSITIVE
4881827	진짜 추천해요 ^^	POSITIVE
9825558	포스터가 사기. 너무 현실적이어서 배우들은 심각한데 빵빵 터지는 화성남 금성녀. 아 슈발 지는 혼자 내리면서 본전생각에 담배 피는 남편.	POSITIVE
5043859	머가마술이라는거야?나죽기전에외계인만나볼수나있을지?	NEGATIVE
5409088	참 재밌는 영화 ㅎㅎ	POSITIVE
8962807	빨리좀 끝나라...으이그 처음엔재밌는줄알았는데이게뭐야!이리재미없다.	NEGATIVE
5943761	극에 전혀 몰입안되는 장면 이어붙이기식 단순 진행,연출력이 형편없음.	NEGATIVE
5536004	자막제작자가 써놨듯이 막장임.	NEGATIVE
6932147	그리 무서운 수도승이 물에 쉽게 떠내려가네	NEGATIVE
6484469	이게왜 주온보다 평점이높은지 이해가안간다 이영화 맨처음 여배우가 물대포쏠때부터 웃겻다 포스터가 더무섭다 영화상영시간내내 포스터만보여줘도 충분히지린다	NEGATIVE
10004793	진짜 신기하다...라는 말밖에 안나와	POSITIVE
9391681	좋은 배우들을 데리고....;; 작품의 부족함.	NEGATIVE
8130315	아니 왜 5점대라니, 근래에 본 다크 히어로무비 중에서 최고였어요. 아주 그냥 고스트라이더에게 걸리면 스치면 사망인거에요.	POSITIVE
7392240	묵직하게 시작해서 우습게 끝남	NEGATIVE
8772531	내용 전개가엉성하고지루할정도로 재미가없슴	NEGATIVE
1367092	돈뭉치로 싸대기;; 명장면이다ㅋㅋ	NEGATIVE
8495001	2.2고고하자 ㅋㅋㅋ	NEGATIVE
1185788	쓰레기영화	NEGATIVE
8824834	너무일찍슬픔을알게된제제가안쓰럽다..책으로읽고도눈물이났는데..영화도마찬가지다.어린나이의제제는슬픔을너무일찍알아버렸다	POSITIVE
14513	정말 비디오마저 돈주고 보고 아깝다..최악...	NEGATIVE
4357478	말그대로 뚝방에서 볼영화	NEGATIVE
6021189	내 인생 최고의 영화. 10년이 다되가는데, 아직도 아련하고 애틋한 기억.	POSITIVE
7287648	감독ㅡㅡ다신영화찍지마라	NEGATIVE
10253977	육감적인 섹시한 여인들의 존재 자체가 이 영화의 전부	NEGATIVE
9992205	영화 첫 도입부 부터 카메라 각도라든지 화질이라든지 겁나 구림.. 영화 아닌줄 알았음	NEGATIVE
8026930	진정 좋은 영화란 볼때당시 잼있다... 도 있지만.. 두고두고 기억나고생각나고 또 한번쯤 보고싶은 이런영화가 아닐런지요 ㅋㅋ	POSITIVE
8043001	박사아들 정시현 정말 멋져요	POSITIVE
2168829	1편이 너무좋아서 2편이 너무묻힌다	NEGATIVE
6377552	할 말이 없다	NEGATIVE
129805	난 별로던데 -_ -	NEGATIVE
5661543	이런 영화가 참 좋다.	POSITIVE
542441	곳곳에 번뜩이는 아이디어. 아기자기한 구성이 돋보이는 수작.	POSITIVE
4592004	우아....새벽에보니까 무섭네 ㅠ_ㅠ 미스터리와에로스와 스릴러를 겸비한 영화!	POSITIVE
7963429	짧지만 정말 재밌게 잘봤어요~. 윤계상 능청연기 좋구 잘됬으면 하는 생각을 계속 했네요~ ㅋㅋ	POSITIVE
7175213	에린이 초반에 타던차 현대자동차 프레스토 네요. 보면서 추억이세록세록	POSITIVE
9905070	남들이 철학적인 영화라고도 하지만 단순 액션용으로 봐도 이 정도 점수는 나와야된다	POSITIVE
9364602	4.444.444.444.444.44	NEGATIVE
529768	효과음이 기가막혔던 영화	POSITIVE
9040274	솔직히 평점 8점 이상은 되야되는거같다.	POSITIVE
3208499	난강혜정이 일본가서 찍은건가 했네ㅋㅋ닮은것같다는 생각이 들었을 뿐이고...	NEGATIVE
6731536	일본영화 좋아한다면 꼭 봐야할 영화!	POSITIVE
6615814	진짜 이건 아님ㅋㅋㅋㅋㅋ액션영화좋아해서 액션영화만 다운받아서 꾸준히 본게 벌써 몇년인 사람임 근데 이건 진짴ㅋㅋㅋㅋㅋㅋ아무리 점수 잘 줘도 100점 만점에 10점?ㅡㅡ돈주고봤는데너무아깝다진짜ㅜㅜ그리고대체 왜 13구역 타이틀을 달고나왔는지 모르겠음 실망	NEGATIVE
5529456	가슴이 먹먹하다, 뷰욕을 왜 이제서야 알게됐을까	POSITIVE
7393226	커스틴 때문에 좋겠다	POSITIVE
10036253	보는내내 찝찝하고 영화가 끝나고 나서도 불쾌했다.. 중년의 남성이 이렇게까지 추잡해보일 수가 있을까..	NEGATIVE
5812647	진짜 퀵이유로 이렇게 어이없고 재미없는영화는 처음입니다 진짜 돈아까운적은 두번째라	NEGATIVE
9713238	진짜재미없다..영화관에삼십분정도늦게들어갔는데사람이한명도없고..그이유를왠지알것같네..^^완전비추요	NEGATIVE
8717232	2012년에 본영화인대 솜이랑 키작은남자 살아서 나감	NEGATIVE
8342710	ㅋㅋ 조금은 유치했지만 왕조현 주윤발 이것만으로도 충분히 볼만했다.	POSITIVE
8920121	난 솔직히 재미없었어. 코믹요소가 없어서	NEGATIVE
6148289	싸구려 왜색 영화, 키작고 교활한 일본원숭이들의 망상, 사무라이 정신..토나온다...	NEGATIVE
9208964	재미있게봄 감동적이고	POSITIVE
10095017	아니 찍어놓고 모니터링 한번 안하나 어떻게 염치 업이 이런걸 극장에 걸수가 있지?	NEGATIVE
10010400	영화'산업'이라고 하잖는가? 이딴식으로 홍보 해놓고 속여서 팔았다는 게 소비자 입장에서는 짜증난다. 그나마 다행은 아주 싸구려를 상급품으로 속여판 게 아니라는 점. 그래서 1점. 차라리 연상호 감독 작품 처럼 홍보가 됐다면, 그 비슷하게 만이라도 하지	NEGATIVE
6486325	완전 감동이다 ㅠㅠ 박신혜 짱이뻐요 ㅎㅎ	POSITIVE
9028463	절망속에서 결국 빠져나온 눈물겨운 실화	POSITIVE
1253368	국민학교 다닐때 이거 동생이랑 보다가.... 눈물이...ㅋ	POSITIVE
297077	욕망이라는 이름의 전차.	POSITIVE
8599155	'디 워'랑 같은 부류.. 저예산 + 저렴한 CG + 마구잡이연출	NEGATIVE
8740203	무기여 잘있거라는 보는 내내 손에 땀을 쥐고본 첫번째 애니	POSITIVE
8804100	배우들 연기력이 아깝다. 별 한 개도 아깝다.	NEGATIVE
5950829	딱 90년대코미디영화	NEGATIVE
3895103	어릴때 진짜 재미있게 봤음ㅋㅋㅋㅋ	POSITIVE
9146695	정말최고의영화고 마지막 아이들의 노래와 비행기가 정말 잊을수 없는 여운을 남긴다.이런 영화를 이제알게된것자체가 후회될정도로 잔잔하고 깊은 여운이 남는 영화.	POSITIVE
4993640	보면서 어이없어서 헛웃음만 나던....	NEGATIVE
5794799	악역인 금단비가 더 주목받았다는것은 주연여배우들의 미스캐스팅을 의미한다	NEGATIVE
1600635	General	NEGATIVE
1118508	보고 나서도 내내 여운이 남는 영화..	POSITIVE
3488301	절대로 보지마라 보면 후회한다!!이걸영화라고 만든거냐!볼사람은 뇌를 놓고보아라!	NEGATIVE
7749595	무슨 내용인지 도통 모르겠다... 쓸데없이 특별해 보이려는 시도에만 열중이었던 영화.	NEGATIVE
9804254	기쁨, 슬픔, 생명 그리고 죽음. 인간의 역사속에 거대한 하나님의 우주적 섭리가 느껴지는 영화. 특별히 어머니의 역을 맡은 여배우의 여성미와 자애로움이 인상적이다. 인생을 살면서 그런 존재가 된다면. 영상미 예술이다!	POSITIVE
9109132	이게뭔가요내용도없고	NEGATIVE
10136005	평점 어마어마하게 높네;;;; 빨리 낮춰야 할듯 5점이 적당한 영화.	NEGATIVE
9272388	이야기도보통재미있고. 10점정도는아니라고봐요.5점6점정도인데 고릴라제작한거도 잘했긴했고.하지만 감동은 보통..아쉬운결말	NEGATIVE
9832161	솔직히 웬만한 공포영화는 다 섭렵할만큼 매니아인데. 주온은 정말 무서웠었다. 아직까지도 샤워하면서 머리감을때 공포를 느낀다. 누가 나를 쳐다보고 있는 느낌이라서... 이 느낌 나말고도 겪어본사람 있을거야. 그만큼 당시에 대단했던 영화다.	POSITIVE
6106079	아름다운 영화였어요	POSITIVE
6760555	정말 광해와 비슷한가?	POSITIVE
8658227	조쉬 하트넷 특유의 여성들을 자극하는 나약한듯하면서도 남성적인 이미지를 작 부각한듯	POSITIVE
3284962	정말 속은느낌이다	NEGATIVE
9814376	몸매,베드신 보기좋다고 한사람은 영화 안본사람	NEGATIVE
9093996	잘봤어요 외모뿐만이 아니라 여러가지들을 따지며 사랑에 빠지는것이 아니라 '하려고' 하는 요즘 사람들에게 좋은 영화인거 같아요....	POSITIVE
8891326	최악의 쓰레기. 어설프려고 정말 노력했다	NEGATIVE
8016672	콜린파렐. 123412341234	POSITIVE
9884619	난이게 제일 재밌었는데..	POSITIVE
3095788	난 좋았는데요..... 괜찮았어요	POSITIVE
7008459	영화보다 댓글이 더 재밌어	NEGATIVE
8365221	에라이 미친 사이코 드라마야!!!	NEGATIVE
7326531	모든 일본문화가 들어가 있다고 할 수 있을까? 최고의 사극!!	POSITIVE
8415974	엄청나게 기대를 하고 본게 아니라 괜찮았던듯?	POSITIVE
8488748	더빙이 똥이야 ....	NEGATIVE
5235134	안타깝네. 이해를 못하는사람들 속출. 불교적이고 철학적인 작품.	POSITIVE
7441317	진짜 이런 개 씨,1바ㄹ OOO 같은 영화 개 시간낭비 의미도없고 무섭지도않고 내가 왠만하면 공포영화는 즐겨보는데 이건 진짜 OOOO같다	NEGATIVE
7403099	색다르고 재밌는 영화였음. 실제로도 이런 일이 있다면 참 재밌을 것 같음. 막장 of 막장.	POSITIVE
57586	어캐봐여? 꼬옥~~~~~~~보고싶내여~~~~~~~~~~~~~~~~~~~~	NEGATIVE
5141238	정말 식상하다못해 촌스럽기까지 ~~~~~~~~~~	NEGATIVE
5575615	종교적 분위기 물씬 풍기는 최루성 가족영화	NEGATIVE
765033	재밌다	POSITIVE
286680	그냥 살지 그랬어.. 이성재만 멋짐	NEGATIVE
9694445	음악영화라 나에겐 취향저격이지만... 비긴어게인처럼 대중적으로 흥행하긴 힘들 영화네요.. 하지만 여주가 너무 매력적이에요 ㅎㅎ	POSITIVE
5256752	별 0개 선택 왜없어요? 솔직히 별 반개도 아깝다	NEGATIVE
5316818	돈에 미친 남편과 .. 아기에 미친 돈 있는 남자 그속에서 갈등 하는 여자 18	NEGATIVE
4929205	어린이의 시점에서만 볼만하겠지. 오로지 어린이의 시점.	NEGATIVE
7764248	잠을 청할 수 있었다.	NEGATIVE
5610275	좋아하는 사람의 뇌가 아니던가?.. 완전 난해함.. 결말 왕실망임	NEGATIVE
